StateAbbreviation,ResponsibleDistrictIdentifier,ResponsibleInstitutionIdentifier,LastOrSurname,FirstName,MiddleName,Birthdate,SSID,ExternalSSID,GradeLevelWhenAssessed,Sex,HispanicOrLatinoEthnicity,AmericanIndianOrAlaskaNative,Asian,BlackOrAfricanAmerican,White,NativeHawaiianOrOtherPacificIslander,DemographicRaceTwoOrMoreRaces,IDEAIndicator,LEPStatus,Section504Status,EconomicDisadvantageStatus,LanguageCode,EnglishLanguageProficiencyLevel,MigrantStatus,FirstEntryDateIntoUSSchool,LimitedEnglishProficiencyEntryDate,LEPExitDate,TitleIIILanguageInstructionProgramType,PrimaryDisabilityType,Delete
OR,TEST,TEST,LastName137,Name137,MiddleName137,,LTSTUDENT137,LTSTUDENT137,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName138,Name138,MiddleName138,,LTSTUDENT138,LTSTUDENT138,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName139,Name139,MiddleName139,,LTSTUDENT139,LTSTUDENT139,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName140,Name140,MiddleName140,,LTSTUDENT140,LTSTUDENT140,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName141,Name141,MiddleName141,,LTSTUDENT141,LTSTUDENT141,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName142,Name142,MiddleName142,,LTSTUDENT142,LTSTUDENT142,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName143,Name143,MiddleName143,,LTSTUDENT143,LTSTUDENT143,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName144,Name144,MiddleName144,,LTSTUDENT144,LTSTUDENT144,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName145,Name145,MiddleName145,,LTSTUDENT145,LTSTUDENT145,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName146,Name146,MiddleName146,,LTSTUDENT146,LTSTUDENT146,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName147,Name147,MiddleName147,,LTSTUDENT147,LTSTUDENT147,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName148,Name148,MiddleName148,,LTSTUDENT148,LTSTUDENT148,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName149,Name149,MiddleName149,,LTSTUDENT149,LTSTUDENT149,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName150,Name150,MiddleName150,,LTSTUDENT150,LTSTUDENT150,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName151,Name151,MiddleName151,,LTSTUDENT151,LTSTUDENT151,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName152,Name152,MiddleName152,,LTSTUDENT152,LTSTUDENT152,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName153,Name153,MiddleName153,,LTSTUDENT153,LTSTUDENT153,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName154,Name154,MiddleName154,,LTSTUDENT154,LTSTUDENT154,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName155,Name155,MiddleName155,,LTSTUDENT155,LTSTUDENT155,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName156,Name156,MiddleName156,,LTSTUDENT156,LTSTUDENT156,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName157,Name157,MiddleName157,,LTSTUDENT157,LTSTUDENT157,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName158,Name158,MiddleName158,,LTSTUDENT158,LTSTUDENT158,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName159,Name159,MiddleName159,,LTSTUDENT159,LTSTUDENT159,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName160,Name160,MiddleName160,,LTSTUDENT160,LTSTUDENT160,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName161,Name161,MiddleName161,,LTSTUDENT161,LTSTUDENT161,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName162,Name162,MiddleName162,,LTSTUDENT162,LTSTUDENT162,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName163,Name163,MiddleName163,,LTSTUDENT163,LTSTUDENT163,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName164,Name164,MiddleName164,,LTSTUDENT164,LTSTUDENT164,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName165,Name165,MiddleName165,,LTSTUDENT165,LTSTUDENT165,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName166,Name166,MiddleName166,,LTSTUDENT166,LTSTUDENT166,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName167,Name167,MiddleName167,,LTSTUDENT167,LTSTUDENT167,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName168,Name168,MiddleName168,,LTSTUDENT168,LTSTUDENT168,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName169,Name169,MiddleName169,,LTSTUDENT169,LTSTUDENT169,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName170,Name170,MiddleName170,,LTSTUDENT170,LTSTUDENT170,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName171,Name171,MiddleName171,,LTSTUDENT171,LTSTUDENT171,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName172,Name172,MiddleName172,,LTSTUDENT172,LTSTUDENT172,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName173,Name173,MiddleName173,,LTSTUDENT173,LTSTUDENT173,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName174,Name174,MiddleName174,,LTSTUDENT174,LTSTUDENT174,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName175,Name175,MiddleName175,,LTSTUDENT175,LTSTUDENT175,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName176,Name176,MiddleName176,,LTSTUDENT176,LTSTUDENT176,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName177,Name177,MiddleName177,,LTSTUDENT177,LTSTUDENT177,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName178,Name178,MiddleName178,,LTSTUDENT178,LTSTUDENT178,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName179,Name179,MiddleName179,,LTSTUDENT179,LTSTUDENT179,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName180,Name180,MiddleName180,,LTSTUDENT180,LTSTUDENT180,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName181,Name181,MiddleName181,,LTSTUDENT181,LTSTUDENT181,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName182,Name182,MiddleName182,,LTSTUDENT182,LTSTUDENT182,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName183,Name183,MiddleName183,,LTSTUDENT183,LTSTUDENT183,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName184,Name184,MiddleName184,,LTSTUDENT184,LTSTUDENT184,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName185,Name185,MiddleName185,,LTSTUDENT185,LTSTUDENT185,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName186,Name186,MiddleName186,,LTSTUDENT186,LTSTUDENT186,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName187,Name187,MiddleName187,,LTSTUDENT187,LTSTUDENT187,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName188,Name188,MiddleName188,,LTSTUDENT188,LTSTUDENT188,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName189,Name189,MiddleName189,,LTSTUDENT189,LTSTUDENT189,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName190,Name190,MiddleName190,,LTSTUDENT190,LTSTUDENT190,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName191,Name191,MiddleName191,,LTSTUDENT191,LTSTUDENT191,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName192,Name192,MiddleName192,,LTSTUDENT192,LTSTUDENT192,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName193,Name193,MiddleName193,,LTSTUDENT193,LTSTUDENT193,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName194,Name194,MiddleName194,,LTSTUDENT194,LTSTUDENT194,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName195,Name195,MiddleName195,,LTSTUDENT195,LTSTUDENT195,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName196,Name196,MiddleName196,,LTSTUDENT196,LTSTUDENT196,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName197,Name197,MiddleName197,,LTSTUDENT197,LTSTUDENT197,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName198,Name198,MiddleName198,,LTSTUDENT198,LTSTUDENT198,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName199,Name199,MiddleName199,,LTSTUDENT199,LTSTUDENT199,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName200,Name200,MiddleName200,,LTSTUDENT200,LTSTUDENT200,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName201,Name201,MiddleName201,,LTSTUDENT201,LTSTUDENT201,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName202,Name202,MiddleName202,,LTSTUDENT202,LTSTUDENT202,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName203,Name203,MiddleName203,,LTSTUDENT203,LTSTUDENT203,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName204,Name204,MiddleName204,,LTSTUDENT204,LTSTUDENT204,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName205,Name205,MiddleName205,,LTSTUDENT205,LTSTUDENT205,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName206,Name206,MiddleName206,,LTSTUDENT206,LTSTUDENT206,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName207,Name207,MiddleName207,,LTSTUDENT207,LTSTUDENT207,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName208,Name208,MiddleName208,,LTSTUDENT208,LTSTUDENT208,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName209,Name209,MiddleName209,,LTSTUDENT209,LTSTUDENT209,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName210,Name210,MiddleName210,,LTSTUDENT210,LTSTUDENT210,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName211,Name211,MiddleName211,,LTSTUDENT211,LTSTUDENT211,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName212,Name212,MiddleName212,,LTSTUDENT212,LTSTUDENT212,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName213,Name213,MiddleName213,,LTSTUDENT213,LTSTUDENT213,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName214,Name214,MiddleName214,,LTSTUDENT214,LTSTUDENT214,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName215,Name215,MiddleName215,,LTSTUDENT215,LTSTUDENT215,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName216,Name216,MiddleName216,,LTSTUDENT216,LTSTUDENT216,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName217,Name217,MiddleName217,,LTSTUDENT217,LTSTUDENT217,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName218,Name218,MiddleName218,,LTSTUDENT218,LTSTUDENT218,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName219,Name219,MiddleName219,,LTSTUDENT219,LTSTUDENT219,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName220,Name220,MiddleName220,,LTSTUDENT220,LTSTUDENT220,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName221,Name221,MiddleName221,,LTSTUDENT221,LTSTUDENT221,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName222,Name222,MiddleName222,,LTSTUDENT222,LTSTUDENT222,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName223,Name223,MiddleName223,,LTSTUDENT223,LTSTUDENT223,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName224,Name224,MiddleName224,,LTSTUDENT224,LTSTUDENT224,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName225,Name225,MiddleName225,,LTSTUDENT225,LTSTUDENT225,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName226,Name226,MiddleName226,,LTSTUDENT226,LTSTUDENT226,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName227,Name227,MiddleName227,,LTSTUDENT227,LTSTUDENT227,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName228,Name228,MiddleName228,,LTSTUDENT228,LTSTUDENT228,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName229,Name229,MiddleName229,,LTSTUDENT229,LTSTUDENT229,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName230,Name230,MiddleName230,,LTSTUDENT230,LTSTUDENT230,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName231,Name231,MiddleName231,,LTSTUDENT231,LTSTUDENT231,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName232,Name232,MiddleName232,,LTSTUDENT232,LTSTUDENT232,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName233,Name233,MiddleName233,,LTSTUDENT233,LTSTUDENT233,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName234,Name234,MiddleName234,,LTSTUDENT234,LTSTUDENT234,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName235,Name235,MiddleName235,,LTSTUDENT235,LTSTUDENT235,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName236,Name236,MiddleName236,,LTSTUDENT236,LTSTUDENT236,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName237,Name237,MiddleName237,,LTSTUDENT237,LTSTUDENT237,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName238,Name238,MiddleName238,,LTSTUDENT238,LTSTUDENT238,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName239,Name239,MiddleName239,,LTSTUDENT239,LTSTUDENT239,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName240,Name240,MiddleName240,,LTSTUDENT240,LTSTUDENT240,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName241,Name241,MiddleName241,,LTSTUDENT241,LTSTUDENT241,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName242,Name242,MiddleName242,,LTSTUDENT242,LTSTUDENT242,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName243,Name243,MiddleName243,,LTSTUDENT243,LTSTUDENT243,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName244,Name244,MiddleName244,,LTSTUDENT244,LTSTUDENT244,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName245,Name245,MiddleName245,,LTSTUDENT245,LTSTUDENT245,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName246,Name246,MiddleName246,,LTSTUDENT246,LTSTUDENT246,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName247,Name247,MiddleName247,,LTSTUDENT247,LTSTUDENT247,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName248,Name248,MiddleName248,,LTSTUDENT248,LTSTUDENT248,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName249,Name249,MiddleName249,,LTSTUDENT249,LTSTUDENT249,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName250,Name250,MiddleName250,,LTSTUDENT250,LTSTUDENT250,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName251,Name251,MiddleName251,,LTSTUDENT251,LTSTUDENT251,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName252,Name252,MiddleName252,,LTSTUDENT252,LTSTUDENT252,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName253,Name253,MiddleName253,,LTSTUDENT253,LTSTUDENT253,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName254,Name254,MiddleName254,,LTSTUDENT254,LTSTUDENT254,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName255,Name255,MiddleName255,,LTSTUDENT255,LTSTUDENT255,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName256,Name256,MiddleName256,,LTSTUDENT256,LTSTUDENT256,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName257,Name257,MiddleName257,,LTSTUDENT257,LTSTUDENT257,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName258,Name258,MiddleName258,,LTSTUDENT258,LTSTUDENT258,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName259,Name259,MiddleName259,,LTSTUDENT259,LTSTUDENT259,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName260,Name260,MiddleName260,,LTSTUDENT260,LTSTUDENT260,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName261,Name261,MiddleName261,,LTSTUDENT261,LTSTUDENT261,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName262,Name262,MiddleName262,,LTSTUDENT262,LTSTUDENT262,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName263,Name263,MiddleName263,,LTSTUDENT263,LTSTUDENT263,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName264,Name264,MiddleName264,,LTSTUDENT264,LTSTUDENT264,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName265,Name265,MiddleName265,,LTSTUDENT265,LTSTUDENT265,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName266,Name266,MiddleName266,,LTSTUDENT266,LTSTUDENT266,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName267,Name267,MiddleName267,,LTSTUDENT267,LTSTUDENT267,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName268,Name268,MiddleName268,,LTSTUDENT268,LTSTUDENT268,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName269,Name269,MiddleName269,,LTSTUDENT269,LTSTUDENT269,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName270,Name270,MiddleName270,,LTSTUDENT270,LTSTUDENT270,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName271,Name271,MiddleName271,,LTSTUDENT271,LTSTUDENT271,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName272,Name272,MiddleName272,,LTSTUDENT272,LTSTUDENT272,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName273,Name273,MiddleName273,,LTSTUDENT273,LTSTUDENT273,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName274,Name274,MiddleName274,,LTSTUDENT274,LTSTUDENT274,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName275,Name275,MiddleName275,,LTSTUDENT275,LTSTUDENT275,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName276,Name276,MiddleName276,,LTSTUDENT276,LTSTUDENT276,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
